Title,Directed by,Produced by,Starring,Lead,Cinematography,Production companies,Distributed by,Release_date_dt,Release_month,Running_time_min,Country,Language,Budget,Box_office,Box_office_opening,Rating
The Adventures of Ford Fairlane,Renny Harlin,"['Steve Perry', 'Joel Silver']","['Andrew Dice Clay', 'Wayne Newton', 'Priscilla Presley', 'Morris Day', 'Robert Englund', ""Ed O'Neill""]",Andrew Dice Clay,Oliver Wood,['Silver Pictures'],20th Century Fox,1990-07-11,7.0,102.0,United States,English,20000000.0,21400000.0,6374391.0,Unknown
"After Dark, My Sweet",James Foley,"['Ric Kidney', 'Robert Redlin']","['Jason Patric', 'Rachel Ward', 'Bruce Dern', 'George Dickerson']",Jason Patric,Mark Plummer,['Avenue Pictures'],Avenue Pictures,1990-05-17,5.0,114.0,United States,English,6000000.0,2700000.0,244919.0,Unknown
Air America,Roger Spottiswoode,"['Daniel Melnick', 'Mario Kassar']","['Mel Gibson', 'Robert Downey Jr.', 'Nancy Travis', 'David Marshall Grant', 'Lane Smith']",Mel Gibson,Roger Deakins,"['Carolco Pictures', 'IndieProd Company']",Tri-Star Pictures,1990-08-10,8.0,113.0,United States,English,30000000.0,57700000.0,8064480.0,Unknown
Alice,Woody Allen,Robert Greenhut,"['Alec Baldwin', 'Blythe Danner', 'Judy Davis', 'Mia Farrow', 'William Hurt', 'Keye Luke', 'Joe Mantegna', 'Bernadette Peters']",Alec Baldwin,Carlo Di Palma,,Orion Pictures,1990-12-25,12.0,106.0,United States,English,12000000.0,,116101023.0,PG
Almost an Angel,John Cornell,John Cornell,"['Paul Hogan', 'Elias Koteas', 'Linda Kozlowski']",Paul Hogan,Russell Boyd,,Paramount Pictures,1990-12-19,12.0,95.0,United States,English,25000000.0,,1608365.0,Unknown
The Ambulance,Larry Cohen,"['Larry Cohen', 'Moctesuma Esparza', 'Robert Katz']","['Eric Roberts', 'James Earl Jones', 'Red Buttons', 'Megan Gallagher']",Eric Roberts,Jacques Haitkin,['Epic Productions'],Triumph Releasing Corporation,1990-03-22,3.0,95.0,United States,English,,,,Unknown
American Dream,"['Barbara Kopple', 'Co-directors:', 'Cathy Caplan', 'Thomas Haneke', 'Lawrence Silk']","['Arthur Cohn', 'Barbara Kopple']",,,"['Tom Hurwitz', 'Mathieu Roberts', 'Nesya Shapiro']","['Cabin Creek', 'Catholic Communication Campaign', 'Channel 4 Films']",Prestige Films,1990-10-06,10.0,100.0,,English,,,9291.0,PG-13
American Ninja 4: The Annihilation,Cedric Sundstrom,Ovidio G Assonitis,"['Michael Dudikoff', 'David Bradley', 'James Booth', 'Dwayne Alexandre']",Michael Dudikoff,,,"['Cannon Pictures', 'MGM/UA Home Video', 'Warner Home Video']",1991-03-08,3.0,99.0,,English,,,277462.0,Unknown
Angel Town,Eric Karson,"['Ash R. Shah', 'Eric Karson']","['Olivier Gruner', 'Theresa Saldana', 'Frank Aragon', 'Tony Valentino', 'Peter Kwong', 'Mike Moroff']",Olivier Gruner,John LeBlanc,,Imperial Entertainment,1990-02-23,2.0,102.0,United States,English,,,300000.0,Unknown
Another 48 Hrs.,Walter Hill,"['Lawrence Gordon', 'Robert D. Wachs']","['Eddie Murphy', 'Nick Nolte']",Eddie Murphy,Matthew F. Leonetti,['Eddie Murphy Productions'],Paramount Pictures,1990-06-08,6.0,95.0,United States,English,50000000.0,153500000.0,19475559.0,Unknown
48 Hrs.,Walter Hill,"['Lawrence Gordon', 'Joel Silver']","['Nick Nolte', 'Eddie Murphy', ""Annette O'Toole""]",Nick Nolte,Ric Waite,['Lawrence Gordon Productions'],Paramount Pictures,1982-12-08,12.0,96.0,United States,English,12000000.0,78900000.0,4369868.0,Unknown
Arachnophobia,Frank Marshall,"['Kathleen Kennedy', 'Richard Vane']","['Jeff Daniels', 'Julian Sands', 'Harley Jane Kozak', 'John Goodman']",Jeff Daniels,Mikael Salomon,"['Hollywood Pictures', 'Amblin Entertainment', 'Tangled Web Productions']",Buena Vista Pictures,1990-07-18,7.0,110.0,United States,English,22000000.0,53200000.0,8045760.0,Unknown
Avalon,Barry Levinson,"['Mark Johnson', 'Barry Levinson']","['Armin Mueller-Stahl', 'Elizabeth Perkins', 'Joan Plowright', 'Aidan Quinn']",Armin Mueller-Stahl,Allen Daviau,['Baltimore Pictures'],"['TriStar Pictures', 'Columbia Pictures']",1990-10-05,10.0,126.0,United States,,20000000.0,15700000.0,226613.0,PG
Awakenings,Penny Marshall,"['Walter F. Parkes', 'Lawrence Lasker']","['Robert De Niro', 'Robin Williams', 'John Heard', 'Julie Kavner', 'Penelope Ann Miller', 'Max von Sydow']",Robert De Niro,Miroslav Ondricek,['Lasker/Parkes Productions'],Columbia Pictures,1990-12-20,12.0,121.0,United States,English,29000000.0,52100000.0,417076.0,Unknown
Back to the Future Part III,Robert Zemeckis,"['Bob Gale', 'Neil Canton']","['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen', 'Thomas F. Wilson', 'Lea Thompson', 'Elisabeth Shue']",Michael J. Fox,Dean Cundey,"['Amblin Entertainment', 'Universal Pictures']",Universal Pictures,1990-05-25,5.0,119.0,United States,English,40000000.0,246100000.0,19089645.0,Unknown
Bad Influence,Curtis Hanson,Steve Tisch,"['Rob Lowe', 'James Spader']",Rob Lowe,Robert Elswit,['Epic Productions'],Triumph Releasing Corporation,1990-03-09,3.0,100.0,United States,English,7000000.0,12626043.0,3822019.0,Unknown
Basket Case 2,Frank Henenlotter,Edgar Ievins,Kevin Van Hentenryck,K,Robert M. Baldwin,,Shapiro Glickenhaus Entertainment,1990-03-02,3.0,90.0,United States,English,,,,Unknown
Betsy's Wedding,Alan Alda,"['Martin Bregman', 'Louis A. Stroller']","['Alan Alda', 'Joey Bishop', 'Madeline Kahn', ""Catherine O'Hara"", 'Joe Pesci', 'Ally Sheedy', 'Burt Young', 'Molly Ringwald']",Alan Alda,Kelvin Pike,['Touchstone Pictures'],Buena Vista Pictures,1990-06-22,6.0,94.0,United States,English,,19740070.0,4662488.0,Unknown
Bird on a Wire,John Badham,Rob Cohen,"['Mel Gibson', 'Goldie Hawn', 'David Carradine', 'Bill Duke']",Mel Gibson,Robert Primes,"['Interscope Communications', 'The Badham/Cohen Group']",Universal Pictures,1990-05-18,5.0,110.0,United States,English,20000000.0,138700000.0,15338160.0,Unknown
Blind Faith,Paul Wendkos,,"['Robert Urich', 'Joanna Kerns', 'David Barry Gray', 'Jay Underwood', 'Johnny Galecki']",Robert Urich,Chuck Arnold,NBC Productions,,,,190.0,,,,,337091.0,PG-13
Bloodfist II,Andy Blumenthal,"['New Horizons', 'Concorde Pictures', '(', 'Roger Corman', 'Catherine Cyran', 'Cirio H. Santiago', ')']","['Don Wilson', 'Maurice Smith', 'James Warring', 'Timothy Baker', 'Richard Hill']",Don Wilson,Bruce Dorfman,,,1990-10-12,10.0,85.0,United States,English,,,267996.0,Unknown
Blue Steel,Kathryn Bigelow,"['Edward R. Pressman', 'Oliver Stone']","['Jamie Lee Curtis', 'Ron Silver', 'Clancy Brown', 'Elizabeth Peña', 'Louise Fletcher']",Jamie Lee Curtis,Amir Mokri,"['Lightning Pictures', 'Mack-Taylor Productions', 'Precision Films']",Metro-Goldwyn-Mayer,,,102.0,United States,English,,8199999.999999999,2895744.0,Unknown
The Bonfire of the Vanities,Brian De Palma,Brian De Palma,"['Tom Hanks', 'Bruce Willis', 'Melanie Griffith', 'Morgan Freeman']",Tom Hanks,Vilmos Zsigmond,,Warner Bros.,1990-12-21,12.0,126.0,United States,English,47000000.0,15600000.0,4216063.0,R
Bride of Re-Animator,Brian Yuzna,Brian Yuzna,"['Jeffrey Combs', 'Bruce Abbott', 'Claude Earl Jones', 'Fabiana Udenio', 'David Gale', 'Kathleen Kinmont']",Jeffrey Combs,Rick Fichter,"['Wild Street Pictures', 'Re-Animator II Productions']",50th Street Films,1990-09-08,9.0,96.0,United States,English,2500000.0,,11830855.0,R
Cadence,Martin Sheen,"['Timothy Gamble', 'Frank Giustra', 'Peter E. Strauss']","['Charlie Sheen', 'Martin Sheen', 'Larry Fishburne', 'Michael Beach', 'Ramon Estevez']",Charlie Sheen,Richard Leiterman,,"['New Line Cinema', 'Republic Pictures']",,,97.0,United States,English,,2070871.0,173601.0,Unknown
Cadillac Man,Roger Donaldson,"['Roger Donaldson', 'Charles Roven']","['Robin Williams', 'Tim Robbins', 'Pamela Reed', 'Fran Drescher']",Robin Williams,David Gribble,,Orion Pictures,1990-05-18,5.0,97.0,United States,English,15000000.0,27600000.0,6712079.0,R
Captain America,Albert Pyun,"['Joseph Calamari', 'Menahem Golan', 'Tom Karnowski', 'Stan Lee']","['Matt Salinger', 'Ronny Cox', 'Scott Paulin', 'Ned Beatty', 'Darren McGavin', 'Francesca Neri', 'Michael Nouri']",Matt Salinger,Philip Alan Waters,"['Marvel Entertainment Group', 'Jadran Film', '21st Century Film Corporation']","['20/20 Vision (UK VHS)', 'Columbia TriStar Home Video (US VHS)']",1990-12-14,12.0,97.0,,English,3000000.0,,65058524.0,PG-13
Cartoon All-Stars to the Rescue,"['Milton Gray', 'Marsh Lamore', 'Bob Shellhorn', 'Mike Svayko', 'Karen Peterson']",,,,,"['Main:', 'The Academy of Television Arts & Sciences Foundation', 'Southern Star Productions', 'Animation:', 'Wang Film Productions', 'Sponsorship:', ""McDonald's"", ""Chuck E. Cheese's Pizza"", 'Copyright:', 'The Walt Disney Company', 'Jim Davis', 'Warner Bros. Inc.', 'Jim Henson Productions', 'Mirage Comics', 'Hanna-Barbera', 'Bagdasarian Productions', 'Columbia Pictures Television']",,,,32.0,,,,,,Unknown
Challenger,Glenn Jordan,,"['Karen Allen', 'Barry Bostwick', 'Richard Jenkins', 'Joe Morton', 'Keone Young', 'Brian Kerwin', 'Julie Fulton', 'Kale Browne', 'Kristin Bond', 'Angela Bassett']",Karen Allen,Newton Thomas Sigel,"['King Phoenix Entertainment', 'The IndieProd Company']",,,,135.0,,,,,12246.0,PG-13
Checkered Flag,"['John Glen', 'Michael Levine']",James Margellos,,,,,New World International,,,95.0,,English,,,,Unknown
Child in the Night,Mike Robe,,"['JoBeth Williams', 'Tom Skerritt', 'Elijah Wood', 'Darren McGavin', 'Season Hubley']",JoBeth Williams,Gerald Hirschfeld,"['Allied Communications', 'Jayhawk Productions', 'Mike Robe Productions']",,,,98.0,,,,,,Unknown
Child's Play 2,John Lafia,David Kirschner,"['Alex Vincent', 'Jenny Agutter', 'Gerrit Graham', 'Christine Elise', 'Grace Zabriskie']",Alex Vincent,Stefan Czapsky,['Living Doll Productions'],Universal Pictures,1990-11-09,11.0,84.0,United States,English,13000000.0,35800000.0,10718520.0,Unknown
China Cry,James F. Collier,Don L. Parker,"['Julia Nickson-Soul', 'France Nuyen', 'James Shigeta']",Julia Nickson-Soul,David Worth,"['Parakletus, TBN Films']",Penland Productions,1990-11-02,11.0,101.0,USA,English,,,,Unknown
Class of 1999,Mark L. Lester,Mark L. Lester,"['Bradley Gregg', 'Traci Lind', 'John P. Ryan', 'Pam Grier', 'Joshua Miller', 'Stacy Keach', 'Malcolm McDowell']",Bradley Gregg,Mark Irwin,,Lightning Pictures,1990-05-11,5.0,99.0,United States,English,5200000.0,2400000.0,767620.0,Unknown
Coins in the Fountain,Tony Wharmby,,"['Loni Anderson', 'Stepfanie Kramer', 'Shanna Reed', 'Carl Weintraub', 'Stuart Wilson', 'Anthony Newley']",Loni Anderson,,,,,,97.0,,,,,,Unknown
Come See the Paradise,Alan Parker,"['Robert F. Colesberry', 'Nellie Nugiel']","['Dennis Quaid', 'Tamlyn Tomita', 'Sab Shimono', 'Shizuko Hoshi']",Dennis Quaid,Michael Seresin,,20th Century Fox,1990-12-23,12.0,138.0,United States,English,17500000.0,,65532.0,Unknown
Coupe de Ville,Joe Roth,"['James G. Robinson', 'Mike Binder']","['Patrick Dempsey', 'Arye Gross', 'Daniel Stern', 'Annabeth Gish', 'Rita Taggart', 'Joseph Bologna', 'Alan Arkin']",Patrick Dempsey,Reynaldo Villalobos,['Morgan Creek Entertainment'],Universal Pictures,1990-03-09,3.0,99.0,United States,English,,6000000.0,66871.0,Unknown
Crash and Burn,Charles Band,"['David DeCoteau', 'John Schouweiler']","['Paul Ganus', 'Megan Ward', 'Jack McGee', 'Eva LaRue']",Paul Ganus,Mac Ahlberg,['Full Moon Entertainment'],Paramount Home Video,,,85.0,United States,English,,,,Unknown
Crazy People,"['Tony Bill', 'Barry L. Young (commercials)']","['Thomas Brand', 'Robert K. Weiss']","['Dudley Moore', 'Daryl Hannah', 'Paul Reiser']",Dudley Moore,Victor J. Kemper,,Paramount Pictures,1990-04-13,4.0,91.0,United States,English,,,3357800.0,Unknown
Cry-Baby,John Waters,Rachel Talalay,"['Johnny Depp', 'Amy Locane', 'Susan Tyrrell', 'Iggy Pop', 'Ricki Lake', 'Traci Lords', 'Polly Bergen']",Johnny Depp,David Insley,['Imagine Entertainment'],Universal Pictures,1990-03-14,3.0,85.0,United States,English,12000000.0,8300000.000000001,3004905.0,PG-13
Daddy's Dyin' ...Who's Got the Will?,Jack Fisk,"['Steve Golin', 'Monty Montgomery']","['Beau Bridges', ""Beverly D'Angelo"", 'Tess Harper', 'Judge Reinhold', 'Amy Wright', 'Patrika Darbo', 'Molly McClure', 'Keith Carradine']",Beau Bridges,Paul Elliott,"['Metro-Goldwyn-Mayer', 'Propaganda Films']",MGM/UA Pictures Inc.,1990-05-04,5.0,95.0,United States,English,4000000.0,1373728.0,313844.0,Unknown
Dances with Wolves,Kevin Costner,"['Jim Wilson', 'Kevin Costner']","['Kevin Costner', 'Mary McDonnell', 'Graham Greene', 'Rodney Grant']",Kevin Costner,Dean Semler,['Tig Productions'],Orion Pictures,1990-10-19,10.0,181.0,United States,,22000000.0,424200000.0,598257.0,Unknown
The Dark Side of the Moon,D.J. Webster,"['Keith Walley', 'D.J. Webster']","['Robert Sampson', 'Will Bledsoe', 'Joe Turkel', 'Camilla More', 'John Diehl', 'Wendy MacDonald', 'Alan Blumenfeld']",Robert Sampson,Russ T. Alsobrook,,Trimark Pictures,,,,United States,English,,,,Unknown
Darkman,Sam Raimi,Robert Tapert,"['Liam Neeson', 'Frances McDormand', 'Colin Friels', 'Larry Drake']",Liam Neeson,Bill Pope,['Renaissance Pictures'],Universal Pictures,1990-08-24,8.0,96.0,United States,English,14000000.0,48800000.0,8054860.0,Unknown
Daughter of Darkness,Stuart Gordon,,"['Anthony Perkins', 'Mia Sara', 'Robert Reynolds', 'Dezsõ Garas', 'Jack Coleman']",Anthony Perkins,Iván Márk,King Phoenix Entertainment,,,,120.0,,,,,5447.0,Unknown
Days of Thunder,Tony Scott,"['Don Simpson', 'Jerry Bruckheimer']","['Tom Cruise', 'Robert Duvall', 'Randy Quaid', 'Nicole Kidman', 'Cary Elwes', 'Michael Rooker']",Tom Cruise,Ward Russell,"['Don Simpson', '/', 'Jerry Bruckheimer Films']",Paramount Pictures,1990-06-27,6.0,108.0,United States,English,60000000.0,157900000.0,15490445.0,Unknown
Death Machine,Stephen Norrington,Dominic Anciano,"['Brad Dourif', 'Ely Pouget', 'William Hootkins', 'John Sharian', 'Martin McDougall']",Brad Dourif,John de Borman,['Fugitive Features'],Entertainment Film Distributors,1994-02-04,2.0,120.0,,,6500000.0,,7302.0,Unknown
Death Warrant,Deran Sarafian,Mark di Salle,"['Jean-Claude van Damme', 'Robert Guillaume', 'Cynthia Gibb', 'George Dickerson', 'Patrick Kilpatrick']",Jean-Claude van Damme,Russell Carpenter,['MGM-Pathé Communications'],Metro-Goldwyn-Mayer,1990-09-14,9.0,89.0,United States,English,6000000.0,46700000.0,5019902.0,Unknown
Deceptions,Ruben Preuss,,"['Harry Hamlin', 'Robert Davi', 'Nicollette Sheridan', 'Marshall Colt', 'Kevin King']",Harry Hamlin,Zoran Hochstatter,"['Alpha Entertainment', 'Showtime Networks']",,,,95.0,,,,,2595.0,R
Def by Temptation,James Bond III,James Bond III,"['James Bond III', 'Kadeem Hardison', 'Bill Nunn', 'Samuel L. Jackson', 'Minnie Gentry', 'Rony Clanton', 'John Canada Terrell', 'Cynthia Bond']",James Bond III,Ernest R. Dickerson,"['Bonded Filmworks', 'Orpheus Pictures']",Shapiro-Glickenhaus Entertainment,1990-05-11,5.0,94.0,United States,English,,2200000.0,54582.0,Unknown
Delta Force 2: The Colombian Connection,Aaron Norris,"['Yoram Globus', 'Christopher Pearce']","['Chuck Norris', 'John P. Ryan', 'Paul Perri', 'Richard Jaeckel', 'Begoña Plaza', 'Mateo Gómez', 'Héctor Mercado', 'Billy Drago']",Chuck Norris,João Fernandes,['The Cannon Group'],Metro-Goldwyn-Mayer,1990-08-24,8.0,111.0,United States,,16000000.0,,1854379.0,Unknown
Denial,Erin Dignam,,"['Robin Wright', 'Jason Patric', 'Rae Dawn Chong']",Robin Wright,,,,,,103.0,United States,English,,,93728.0,PG-13
Desperate Hours,Michael Cimino,"['Michael Cimino', 'Dino De Laurentiis']","['Mickey Rourke', 'Anthony Hopkins', 'Mimi Rogers', 'Lindsay Crouse', 'Kelly Lynch', 'Elias Koteas']",Mickey Rourke,Douglas Milsome,"['Dino De Laurentiis Communications', 'Cannon Films', 'Film and Television Company']",MGM/UA Distribution Co.,1990-10-05,10.0,106.0,,English,18000000.0,2700000.0,1367657.0,Unknown
Dick Tracy,Warren Beatty,Warren Beatty,Warren Beatty,W,Vittorio Storaro,"['Touchstone Pictures', 'Silver Screen Partners IV', 'Mulholland Productions']",Buena Vista Pictures Distribution,1990-06-14,6.0,105.0,United States,English,46000000.0,162700000.0,22543911.0,Unknown
Die Hard 2,Renny Harlin,"['Charles Gordon', 'Lawrence Gordon', 'Joel Silver']","['Bruce Willis', 'Bonnie Bedelia', 'William Atherton', 'Reginald VelJohnson', 'Franco Nero', 'William Sadler', 'John Amos']",Bruce Willis,Oliver Wood,"['Gordon Company', 'Silver Pictures']",20th Century Fox,1990-06-29,6.0,124.0,United States,English,62000000.0,240200000.0,21744661.0,Unknown
The Diane Linkletter Story,John Waters,John Waters,"['Divine', 'David Lochary', 'Mary Vivian Pearce']",Divine,John Waters,,"['Dreamland', 'The Mara Company']",,,9.0,United States,English,,,366925.0,Unknown
Downtown,Richard Benjamin,Charles H. Maguire,"['Anthony Edwards', 'Forest Whitaker', 'Penelope Ann Miller', 'Joe Pantoliano']",Anthony Edwards,Richard H. Kline,,20th Century Fox,1990-01-12,1.0,96.0,United States,English,,,821626.0,Unknown
Dream Machine,Lyman Dayton,"['Lyman Dayton', 'Eric R. Epperson', 'Michael Wuergler']","['Corey Haim', 'Brittney Lewis', 'Randall England', 'Tracy Fraim', 'Evan Richards']",Corey Haim,T.C. Christensen,['EDS Productions'],International Creative Exchange,1991-11-13,11.0,82.0,United States,English,,,,Unknown
Dreams,Akira Kurosawa,"['Hisao Kurosawa', 'Mike Y. Inoue']","['Akira Terao', 'Martin Scorsese', 'Chishū Ryū', 'Mieko Harada', 'Mitsuko Baisho']",Akira Terao,"['Takao Saito', 'Shōji Ueda']",['Akira Kurosawa USA'],"['Toho (Japan)', 'Warner Bros. (International)']",1990-05-11,5.0,119.0,,,12000000.0,2000000.0,,Unknown
DuckTales the Movie: Treasure of the Lost Lamp,Bob Hathcock,"['Bob Hathcock', 'Jean-Pierre Quenet']","['Alan Young', 'Terrence McGovern', 'Russi Taylor', 'Richard Libertini', 'Christopher Lloyd', 'June Foray', 'Chuck McCann', 'Joan Gerber', 'Rip Taylor']",Alan Young,,"['Walt Disney Pictures', 'Disney MovieToons', 'Walt Disney Animation France']",Buena Vista Pictures Distribution,1990-08-03,8.0,74.0,United States,English,20000000.0,18100000.0,3870366.0,Unknown
Edward Scissorhands,Tim Burton,"['Denise Di Novi', 'Tim Burton']","['Johnny Depp', 'Winona Ryder', 'Dianne Wiest', 'Anthony Michael Hall', 'Kathy Baker', 'Vincent Price', 'Alan Arkin']",Johnny Depp,Stefan Czapsky,,20th Century Fox,1990-12-06,12.0,105.0,United States,English,20000000.0,86000000.0,159622.0,Unknown
The End of Innocence,Dyan Cannon,"['Leonard Rabinowitz', 'Stanley Fimberg']","['Rebecca Schaeffer', 'Dyan Cannon', 'John Heard', 'Stephen Meadows']",Rebecca Schaeffer,Alex Nepomniaschy,,Skouras Pictures,1990-12-06,12.0,102.0,United States,English,,,198535.0,R
Ernest Goes to Jail,John R. Cherry III,Martin Erlichman,"['Jim Varney', 'Gailard Sartain']",Jim Varney,Peter Stein,"['Touchstone Pictures', 'Silver Screen Partners IV', 'Emshell Producers Group']",Buena Vista Pictures,1990-04-06,4.0,81.0,United States,English,9000000.0,25000000.0,6143372.0,Unknown
Everybody Wins,Karel Reisz,Jeremy Thomas,"['Debra Winger', 'Nick Nolte', 'Will Patton', 'Judith Ivey', 'Jack Warden']",Debra Winger,Ian Baker,['Recorded Picture Company'],Orion Pictures,1990-01-19,1.0,97.0,,English,19000000.0,,581979.0,Unknown
The Exorcist III,William Peter Blatty,"['Carter DeHaven', 'James G. Robinson']","['George C. Scott', 'Ed Flanders', 'Jason Miller', 'Scott Wilson', 'Nicol Williamson', 'Brad Dourif']",George C. Scott,Gerry Fisher,['Morgan Creek Productions'],20th Century Fox,1990-08-17,8.0,110.0,United States,English,11000000.0,44000000.0,9312219.0,Unknown
The Exorcist,William Friedkin,William Peter Blatty,"['Ellen Burstyn', 'Max von Sydow', 'Lee J. Cobb', 'Kitty Winn', 'Jack MacGowran', 'Jason Miller', 'Linda Blair']",Ellen Burstyn,Owen Roizman,['Hoya Productions'],Warner Bros.,1973-12-26,12.0,121.0,United States,English,12000000.0,441300000.0,,R
Eyes on the Prize,"['Orlando Bagwell', 'Sheila Curran Bernard', 'Callie Crossley', 'James A. DeVinney', 'Madison D. Lacy', 'Louis Massiah', 'Thomas Ott', 'Samuel D. Pollard', 'Terry Kay Rockefeller', 'Jacqueline Shearer', 'Paul Stekler', 'Judith Vecchione']",,,,,Blackside,,,,60.0,,,,,,Unknown
Faces of Death IV,"John Alan Schwartz, Susumu Saegusa, Andrew Theopolis",,James B. Schwartz,J,Peter B. Good,,Gorgon Video,,,90.0,United States,English,,,503936.0,R
Far Out Man,Tommy Chong,"['Lisa M. Hansen', 'John Pare']","['Tommy Chong', 'C. Thomas Howell', 'Rae Dawn Chong', 'Shelby Chong', 'Paris Chong', 'Martin Mull', 'Judd Nelson', 'Michael Winslow', 'Cheech Marin', 'Paul Bartel']",Tommy Chong,"['Greg Gardiner', 'Eric Woster']",['CineTel Films'],New Line Cinema,1990-05-11,5.0,81.0,United States,English,500000.0,,92579212.0,PG-13
The Final Sanction,David A. Prior,David Marriott,"['Ted Prior', ""Robert Z'Dar"", 'Renée Cline', 'William Smith']",Ted Prior,,,Action International Pictures,,,90.0,,English,,,13601682.0,R
Fire Birds,David Green,Bill Badalato,"['Nicolas Cage', 'Tommy Lee Jones', 'Sean Young', 'Bryan Kestner']",Nicolas Cage,Tony Imi,"['Touchstone Pictures', 'Nova International Films']",Buena Vista Pictures,1990-05-25,5.0,87.0,United States,English,22000000.0,,6358761.0,Unknown
The First Power,Robert Resnikoff,David Madden,"['Lou Diamond Phillips', 'Tracy Griffith', 'Jeff Kober', 'Mykel T. Williamson', 'Elizabeth Arlen']",Lou Diamond Phillips,Theo van de Sande,"['Nelson Entertainment', 'Interscope Communications']",Orion Pictures,1990-04-06,4.0,98.0,United States,English,10000000.0,,5677715.0,Unknown
Flashback,Franco Amurri,Marvin Worth,"['Dennis Hopper', 'Kiefer Sutherland']",Dennis Hopper,Stefan Czapsky,,Paramount Pictures,1990-02-02,2.0,107.0,United States,English,,,,R
Flatliners,Joel Schumacher,"['Michael Douglas', 'Rick Bieber']","['Kiefer Sutherland', 'Julia Roberts', 'William Baldwin', 'Oliver Platt', 'Kevin Bacon']",Kiefer Sutherland,Jan de Bont,['Stonebridge Entertainment'],Columbia Pictures,1990-08-10,8.0,114.0,United States,English,26000000.0,61500000.0,6574326.0,PG-13
The Forbidden Dance,Greydon Clark,Richard L. Albert,"['Laura Harring', 'Jeff James', 'Sid Haig', 'Richard Lynch']",Laura Harring,R. Michael Stringer,['21st Century Film Corporation'],Columbia Pictures,1990-03-16,3.0,97.0,United States,English,,,720864.0,Unknown
The Fourth War,John Frankenheimer,Wolf Schmidt,"['Roy Scheider', 'Jürgen Prochnow', 'Tim Reid', 'Lara Harris', 'Harry Dean Stanton']",Roy Scheider,Gerry Fisher,['Kodiak Films Inc'],Cannon Films,1990-03-23,3.0,91.0,United States,English,14500000.0,,776449.0,Unknown
Frankenhooker,Frank Henenlotter,James Glickenhaus,"['James Lorinz', 'Patty Mullen', 'Louise Lasser']",James Lorinz,Robert M. Baldwin,['Levins-Henenlotter'],Shapiro-Glickenhaus Entertainment,,,85.0,,English,,,,R
Frankenstein Unbound,Roger Corman,"['Jay Cassidy', 'Roger Corman', 'Kobi Jaeger', 'Laura J. Medina', 'Thom Mount']","['John Hurt', 'Raul Julia', 'Bridget Fonda', 'Jason Patric', 'Michael Hutchence', 'Nick Brimble']",John Hurt,"['Armando Nannuzzi', 'Michael Scott']","['The Mount Company', 'Trimark Pictures']","['20th Century Fox', 'Trimark Pictures']",1990-11-02,11.0,85.0,United States,English,11500000.0,335000.0,37017.0,Unknown
The Freshman,Andrew Bergman,Mike Lobell,"['Marlon Brando', 'Matthew Broderick', 'Bruno Kirby', 'Penelope Ann Miller', 'Frank Whaley']",Marlon Brando,William A. Fraker,,TriStar Pictures,1990-07-20,7.0,102.0,United States,English,12000000.0,21460601.0,205876.0,Unknown
Full Fathom Five,Carl Franklin,Rodman Flender,"['Michael Moriarty', 'Maria Rangel', 'Diego Bertie']",Michael Moriarty,,,Concorde Pictures,1990-09-07,9.0,82.0,,English,,,3462308.0,PG-13
Funny About Love,Leonard Nimoy,"['Jon Avnet', 'Jordan Kerner']","['Gene Wilder', 'Christine Lahti', 'Mary Stuart Masterson']",Gene Wilder,Fred Murphy,"['Duffy Films', 'Avnet/Kerner Productions']",Paramount Pictures,1990-09-21,9.0,101.0,United States,English,,8100000.0,3036352.0,Unknown
Ghost,Jerry Zucker,Lisa Weinstein,"['Patrick Swayze', 'Demi Moore', 'Whoopi Goldberg', 'Tony Goldwyn']",Patrick Swayze,Adam Greenberg,"['Paramount Pictures', 'Howard W. Koch Productions']",Paramount Pictures,1990-07-13,7.0,128.0,United States,English,22000000.0,505700000.0,12191540.0,Unknown
Ghost Dad,Sidney Poitier,Terrence Nelson,"['Bill Cosby', 'Kimberly Russell', 'Denise Nicholas', 'Ian Bannen']",Bill Cosby,Andrew Laszlo,['SAH Enterprises'],Universal Pictures,1990-06-29,6.0,83.0,United States,English,,25000000.0,4803480.0,Unknown
Girlfriend From Hell,Daniel M. Peterson,"['Daniel M. Peterson', 'Alberto Lensi']","['Dana Ashbrook', 'Liane Alexandra Curtis', 'Lezlie Deane', 'Anthony Barrile', 'James Daughton']",Dana Ashbrook,Gerry Lively,,"['August Entertainment', 'International Video Entertainment']",1989-04-24,4.0,95.0,United States,English,,,11014818.0,R
The Godfather Part III,Francis Ford Coppola,Francis Ford Coppola,"['Al Pacino', 'Diane Keaton', 'Talia Shire', 'Andy García', 'Eli Wallach', 'Joe Mantegna', 'Bridget Fonda', 'George Hamilton', 'Sofia Coppola']",Al Pacino,Gordon Willis,"['Paramount Pictures', 'Zoetrope Studios']",Paramount Pictures,1990-12-20,12.0,162.0,United States,English,54000000.0,136800000.0,6387271.0,R
