Title,Directed by,Produced by,Starring,Lead,Cinematography,Production companies,Distributed by,Release_date_dt,Release_month,Running_time_min,Country,Language,Budget,Box_office,Box_office_opening,Rating
The Godfather,Francis Ford Coppola,Albert S. Ruddy,"['Marlon Brando', 'Al Pacino', 'James Caan', 'Richard Castellano', 'Robert Duvall', 'Sterling Hayden', 'John Marley', 'Richard Conte', 'Diane Keaton']",Marlon Brando,Gordon Willis,"['Paramount Pictures', 'Alfran Productions']",Paramount Pictures,1972-03-14,3.0,177.0,United States,English,6000000.0,246000000.0,302393.0,Unknown
Goodfellas,Martin Scorsese,Irwin Winkler,"['Robert De Niro', 'Ray Liotta', 'Joe Pesci', 'Lorraine Bracco', 'Paul Sorvino']",Robert De Niro,Michael Ballhaus,,Warner Bros.,1990-09-09,9.0,146.0,United States,English,25000000.0,47100000.0,6368901.0,Unknown
Graffiti Bridge,Prince,"['Arnold Stiefel', 'Randy Phillips']","['Prince', 'Morris Day', 'Jerome Benton', 'The Time', 'Jill Jones', 'Mavis Staples', 'George Clinton', 'Ingrid Chavez', 'Tevin Campbell']",Prince,Bill Butler,['Paisley Park Films'],Warner Bros.,1990-11-02,11.0,90.0,United States,English,7000000.0,4600000.0,2447108.0,Unknown
Green Card,Peter Weir,Peter Weir,"['Gérard Depardieu', 'Andie MacDowell']",Gérard Depardieu,Geoffrey Simpson,"['Touchstone Pictures', 'Umbrella Entertainment']","['Buena Vista Pictures Distribution', '(United States)', 'Roadshow Entertainment', '(Australia)', 'UGC Distribution', '(France)']",1990-12-23,12.0,103.0,,English,12500000.0,29900000.0,47781.0,Unknown
Gremlins 2: The New Batch,Joe Dante,Michael Finnell,"['Zach Galligan', 'Phoebe Cates', 'John Glover', 'Robert J. Prosky', 'Robert Picardo', 'Christopher Lee']",Zach Galligan,John Hora,['Amblin Entertainment'],Warner Bros.,1990-06-15,6.0,106.0,United States,English,30000000.0,41500000.0,9702804.0,Unknown
Gremlins,Joe Dante,Michael Finnell,"['Zach Galligan', 'Phoebe Cates', 'Hoyt Axton', 'Polly Holliday', 'Frances Lee McCain']",Zach Galligan,John Hora,"['Warner Bros.', 'Amblin Entertainment']",Warner Bros.,1984-06-08,6.0,106.0,United States,English,11000000.0,212900000.0,12511634.0,Unknown
The Grifters,Stephen Frears,"['Martin Scorsese', 'Robert A. Harris', 'Jim Painten']","['John Cusack', 'Anjelica Huston', 'Annette Bening']",John Cusack,Oliver Stapleton,['Cineplex Odeon Films'],Miramax Films,1990-12-05,12.0,110.0,United States,English,,13446769.0,71034.0,Unknown
The Guardian,William Friedkin,Joe Wizan,"['Jenny Seagrove', 'Dwier Brown', 'Carey Lowell']",Jenny Seagrove,John A. Alonzo,,Universal Pictures,1990-04-27,4.0,92.0,United States,English,,17000000.0,18006064.0,Unknown
Guns,Andy Sidaris,Arlene Sidaris,"['Erik Estrada', 'Dona Speir', 'Devin DeVasquez', 'Danny Trejo', 'Cynthia Brimhall']",Erik Estrada,Howard Wexler,,Malibu Bay Films,1990-11-09,11.0,96.0,United States,English,,,,R
The Guyver,"['Screaming Mad George', 'Steve Wang']",Brian Yuzna,"['Mark Hamill', 'Vivian Wu', 'Jack Armstrong', 'Jimmie Walker', 'David Gale']",Mark Hamill,Levie Isaacks,,"['New Line Cinema', '(United States)', 'Imperial Entertainment (International)']",1991-03-18,3.0,88.0,United States,English,3000000.0,,12305016.0,PG-13
The Handmaid's Tale,Volker Schlöndorff,Daniel Wilson,"['Natasha Richardson', 'Faye Dunaway', 'Aidan Quinn', 'Elizabeth McGovern', 'Victoria Tennant', 'Robert Duvall']",Natasha Richardson,Igor Luther,,Cinecom Pictures,1990-02-15,2.0,109.0,,English,13000000.0,,738578.0,Unknown
Hard to Kill,Bruce Malmuth,"['Gary Adelson', 'Joel Simon', 'Bill Todman, Jr.']","['Steven Seagal', 'Kelly LeBrock', 'Bill Sadler', 'Frederick Coffin']",Steven Seagal,Matthew F. Leonetti,['Lee Rich Productions'],Warner Bros.,1990-02-09,2.0,96.0,United States,English,11500000.0,59000000.0,9213631.0,Unknown
Hardware,Richard Stanley,"['JoAnne Sellar', 'Paul Truybits']","['Dylan McDermott', 'Stacey Travis', 'John Lynch', 'William Hootkins', 'Iggy Pop']",Dylan McDermott,Steven Chivers,"['British Satellite Broadcasting', 'British Screen', 'Unlimited Palace Productions']","['Palace Pictures', 'Millimeter Films']",1990-09-14,9.0,94.0,,English,,5700000.0,2381285.0,R
Havana,Sydney Pollack,"['Sydney Pollack', 'Richard Roth', 'Ronald L. Schwary']","['Robert Redford', 'Lena Olin', 'Alan Arkin']",Robert Redford,Owen Roizman,"['Universal Pictures', 'Mirage Enterprises', 'Grimes Production']",Universal Pictures,1990-12-14,12.0,144.0,United States,English,40000000.0,9243140.0,2175360.0,R
Heart Condition,James D. Parriott,Steve Tisch,"['Bob Hoskins', 'Denzel Washington', 'Chloe Webb']",Bob Hoskins,Arthur Albert,,New Line Cinema,1990-02-02,2.0,100.0,United States,,,4134992.0,2149786.0,Unknown
Henry & June,Philip Kaufman,Peter Kaufman,"['Fred Ward', 'Uma Thurman', 'Maria de Medeiros', 'Richard E. Grant', 'Kevin Spacey']",Fred Ward,Philippe Rousselot,['Walrus & Associates'],Universal Pictures,1990-10-05,10.0,136.0,United States,English,,23500000.0,1032942.0,Unknown
Home Alone,Chris Columbus,John Hughes,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', 'John Heard', ""Catherine O'Hara""]",Macaulay Culkin,Julio Macat,['Hughes Entertainment'],20th Century Fox,1990-11-10,11.0,103.0,United States,English,18000000.0,476700000.0,17081997.0,Unknown
Short Circuit 2,Kenneth Johnson,"['David Foster', 'Gary Foster', 'Lawrence Turman']","['Fisher Stevens', 'Michael McKean', 'Cynthia Gibb', 'Jack Weston', 'Tim Blaney']",Fisher Stevens,John McPherson,"['The', 'Turman', '-Foster Company']",TriStar Pictures,1988-07-06,7.0,110.0,United States,English,15000000.0,21600000.0,3843067.0,Unknown
The Hot Spot,Dennis Hopper,Paul Lewis,"['Don Johnson', 'Virginia Madsen', 'Jennifer Connelly', 'Charles Martin Smith']",Don Johnson,Ueli Steiger,,Orion Pictures,1990-09-08,9.0,130.0,United States,English,10000000.0,1293976.0,112188.0,Unknown
House Party,Reginald Hudlin,Warrington Hudlin,"[""Kid 'n Play"", 'Full Force', 'Robin Harris']",Kid 'n Play,Peter Deming,,New Line Cinema,1990-03-09,3.0,100.0,United States,English,2500000.0,26400000.0,4611024.0,Unknown
The Hunt for Red October,John McTiernan,Mace Neufeld,"['Sean Connery', 'Alec Baldwin', 'Scott Glenn', 'James Earl Jones', 'Sam Neill']",Sean Connery,Jan de Bont,"['Mace Neufeld Productions', 'Nina Saxon Film Design']",Paramount Pictures,1990-03-02,3.0,135.0,United States,,30000000.0,200500000.0,17161835.0,Unknown
I Come in Peace,Craig R. Baxley,"['Jeff Young', 'Jon Turtle', 'Rafael Eisenman']","['Dolph Lundgren', 'Brian Benben', 'Betsy Brantley']",Dolph Lundgren,Mark Irwin,"['Epic Productions', 'Trans World Entertainment', 'Vision International', 'Vision PDG']","['Triumph Releasing Corporation', 'Vision International']",1990-09-28,9.0,91.0,United States,English,5000000.0,4350000.0,1912421.0,Unknown
I Love You to Death,Lawrence Kasdan,Jeffrey Lurie,"['Kevin Kline', 'Tracey Ullman', 'William Hurt', 'River Phoenix', 'Joan Plowright', 'Keanu Reeves']",Kevin Kline,Owen Roizman,,TriStar Pictures,1990-04-06,4.0,97.0,United States,,,16200000.0,4014640.0,Unknown
I'm Dangerous Tonight,Tobe Hooper,,"['Madchen Amick', 'Corey Parker', 'Daisy Hall', 'R. Lee Ermey', 'Natalie Schafer']",Madchen Amick,Levie Isaacks,,,,,92.0,,,,,,Unknown
"Silent Night, Deadly Night 4: Initiation",Brian Yuzna,Richard N. Gladstein,"['Maud Adams', 'Tommy Hinkley', 'Allyce Beasley', 'Clint Howard', 'Neith Hunter']",Maud Adams,Philip Holahan,['Silent Films'],Live Video,1990-11-21,11.0,86.0,United States,English,,,1432800.0,Unknown
Internal Affairs,Mike Figgis,Frank Mancuso Jr.,"['Richard Gere', 'Andy García']",Richard Gere,John A. Alonzo,,Paramount Pictures,1990-01-12,1.0,115.0,United States,English,,27700000.0,5043516.0,Unknown
Iron & Silk,,Shirley Sun,"['Mark Salzman', 'Vivian Wu', 'Pan Qingfu', 'Jeanette Lin Tsui']",Mark Salzman,James Hayman,"['SUN-Productions', 'Tokyo Broadcasting System']","['Prestige Films', '(United States)', 'Cineplex Odeon Films', '(Canada)']",1990-01-20,1.0,101.0,Canada,English,,,98618668.0,PG-13
Stephen King's It,Tommy Lee Wallace,,"['Harry Anderson', 'Dennis Christopher', 'Richard Masur', ""Annette O'Toole"", 'Tim Reid', 'John Ritter', 'Richard Thomas', 'Tim Curry']",Harry Anderson,Richard Leiterman,"['Lorimar Television', 'DawnField Entertainment', 'The Konigsberg & Sanitsky Company', 'Green/Epstein Productions']",,,,192.0,,,12000000.0,,14114124.0,R
Jacob's Ladder,Adrian Lyne,"['Alan Marshall', 'Mario Kassar']","['Tim Robbins', 'Elizabeth Peña', 'Danny Aiello']",Tim Robbins,Jeffrey L. Kimball,['Carolco Pictures'],Tri-Star Pictures,1990-11-02,11.0,113.0,United States,English,25000000.0,26100000.0,7500760.0,Unknown
Jetsons: The Movie,"['William Hanna', 'Joseph Barbera']","['William Hanna', 'Joseph Barbera']","[""George O'Hanlon"", 'Mel Blanc', 'Tiffany']",George O'Hanlon,,['Hanna-Barbera Productions'],Universal Pictures,1990-07-06,7.0,82.0,United States,English,,20300000.0,5029640.0,Unknown
Joe Versus the Volcano,John Patrick Shanley,Teri Schwartz,"['Tom Hanks', 'Meg Ryan', 'Lloyd Bridges', 'Robert Stack', 'Abe Vigoda', 'Dan Hedaya', 'Barry McGovern', 'Ossie Davis']",Tom Hanks,Stephen Goldblatt,['Amblin Entertainment'],Warner Bros.,1990-03-09,3.0,102.0,United States,English,25000000.0,39400000.0,9252232.0,Unknown
The Kill-Off,Maggie Greenwald,Lydia Dean Pilcher,"['Cathy Haase', 'Loretta Gross', 'Andrew Lee Barrett']",Cathy Haase,Declan Quinn,"['Filmworld International Productions', 'Palace Pictures']",Cabriolet Films,1990-10-19,10.0,110.0,United States,English,,,28302165.0,R
Kindergarten Cop,Ivan Reitman,"['Ivan Reitman', 'Brian Grazer']","['Arnold Schwarzenegger', 'Penelope Ann Miller', 'Pamela Reed', 'Linda Hunt', 'Richard Tyson', 'Carroll Baker']",Arnold Schwarzenegger,Michael Chapman,['Imagine Entertainment'],Universal Pictures,1990-12-21,12.0,111.0,United States,English,26000000.0,202000000.0,7918560.0,Unknown
King of New York,Abel Ferrara,"['Augusto Caminito', 'Mary Kane']","['Christopher Walken', 'Larry Fishburne', 'David Caruso', 'Victor Argo', 'Wesley Snipes', 'Janet Julian', 'Joey Chin', 'Giancarlo Esposito', 'Paul Calderon']",Christopher Walken,Bojan Bazelli,"['Reteitalia', 'Scena International', 'Caminito', 'The Rank Organisation']","['Seven Arts', 'Carolco Pictures', 'New Line Cinema']",1990-09-22,9.0,103.0,,English,5000000.0,2500000.0,411597.0,Unknown
The Last of the Finest,John Mackenzie,John Davis,"['Brian Dennehy', 'Joe Pantoliano', 'Jeff Fahey', 'Bill Paxton', 'Deborra-Lee Furness', 'Guy Boyd', 'Henry Darrow']",Brian Dennehy,Juan Ruiz Anchía,['Davis Entertainment'],Orion Pictures,1990-03-09,3.0,106.0,United States,English,,,551876.0,Unknown
Leatherface: The Texas Chainsaw Massacre III,Jeff Burr,Robert Engelman,"['Kate Hodge', 'William Butler', 'Ken Foree', 'Tom Hudson', 'Viggo Mortensen', 'Joe Unger', 'R.A. Mihailoff']",Kate Hodge,James L. Carter,,New Line Cinema,1990-01-12,1.0,85.0,United States,English,,5700000.0,2692087.0,Unknown
The Lemon Sisters,Joyce Chopra,"['Harvey Weinstein', 'Bob Weinstein']","['Diane Keaton', 'Carol Kane', 'Kathryn Grody', 'Elliott Gould', 'Rubén Blades', 'Estelle Parsons', 'Richard Libertini', 'Aidan Quinn']",Diane Keaton,Bobby Byrne,,Miramax Films,1990-08-31,8.0,93.0,United States,English,9000000.0,,2122066.0,Unknown
Lionheart,Sheldon Lettich,"['Eric Karson', 'Ash R. Shah']","['Jean-Claude Van Damme', 'Harrison Page', 'Deborah Rennard', 'Lisa Pelikan', 'Brian Thompson']",Jean-Claude Van Damme,Robert C. New,"['Wrong Bet Productions', 'Imperial Entertainment']",Universal Pictures,1990-08-01,8.0,105.0,United States,English,6000000.0,24300000.0,7094552.0,R
The Long Walk Home,Richard Pearce,"['Taylor Hackford', 'Stuart Benjamin']","['Sissy Spacek', 'Whoopi Goldberg', 'Dwight Schultz', 'Ving Rhames', 'Dylan Baker']",Sissy Spacek,Roger Deakins,,Miramax Films,1990-12-21,12.0,97.0,United States,English,,,26140.0,Unknown
Look Who's Talking Too,Amy Heckerling,Jonathan D. Krane,"['John Travolta', 'Kirstie Alley', 'Bruce Willis', 'Roseanne Barr', 'Damon Wayans', 'Olympia Dukakis', 'Elias Koteas']",John Travolta,Thomas Del Ruth,['Big Mouth Production'],Tri-Star Pictures,1990-12-14,12.0,82.0,United States,English,,47800000.0,8100640.0,Unknown
Look Who's Talking,Amy Heckerling,Jonathan D. Krane,"['John Travolta', 'Kirstie Alley', 'Olympia Dukakis', 'George Segal', 'Abe Vigoda', 'Bruce Willis']",John Travolta,Thomas Del Ruth,"['M.C.E.G. Productions, Inc.']",Tri-Star Pictures,1989-10-13,10.0,96.0,United States,English,7500000.0,297000000.0,8100640.0,Unknown
Loose Cannons,Bob Clark,"['Aaron Spelling', 'Alan Griesman']","['Gene Hackman', 'Dan Aykroyd', 'Dom DeLuise', 'Ronny Cox']",Gene Hackman,Reginald Morris,,TriStar Pictures,1990-02-09,2.0,94.0,United States,English,15000000.0,,,Unknown
Lord of the Flies,Harry Hook,Lewis M. Allen,"['Balthazar Getty', 'Chris Furrh', 'Danuel Pipoly', 'James Badge Dale', 'Andrew Taft', 'Edward Taft']",Balthazar Getty,Martin Fuhrer,"['Castle Rock Entertainment', 'Nelson Entertainment']",Columbia Pictures,1990-03-16,3.0,90.0,United States,English,9000000.0,13000000.0,4410457.0,Unknown
Love at Large,Alan Rudolph,"['Stuart M. Besser', 'David Blocker', 'Dana Mayer']","['Tom Berenger', 'Elizabeth Perkins', 'Anne Archer', 'Kate Capshaw', ""Annette O'Toole"", 'Ted Levine', 'Ann Magnuson']",Tom Berenger,Elliot Davis,,Orion Pictures,1990-03-09,3.0,97.0,United States,English,,1400000.0,,Unknown
Mack the Knife,Menahem Golan,Stanley Chase,"['Raúl Juliá', 'Richard Harris', 'Julia Migenes', 'Roger Daltrey', 'Julie Walters']",Raúl Juliá,Elemér Ragályi,['Golan-Globus Productions'],21st Century Film Corporation,1989-11-17,11.0,120.0,,English,,,,Unknown
Madhouse,Tom Ropelewski,Leslie Dixon,"['John Larroquette', 'Kirstie Alley', 'Alison La Placa', 'John Diehl', 'Jessica Lundy', 'Bradley Gregg', 'Dennis Miller', 'Robert Ginty']",John Larroquette,Dennis C. Lewiston,,Orion Pictures,1990-02-16,2.0,90.0,United States,English,,21000000.0,5240816.0,R
A Man Called Sarge,Stuart Gillard,"['Gene Corman', '', 'Yoram Globus', 'Christopher Pearce', '', 'Itzik Kol']","['Gary Kroeger', 'Gretchen German', 'Jennifer Runyon', 'Marc Singer', 'Bobby Di Cicco', 'Andy Bumatai']",Gary Kroeger,David Gurfinkel,,The Cannon Group,1990-02-02,2.0,,United States,English,,,,Unknown
Maniac Cop 2,William Lustig,Larry Cohen,"['Robert Davi', 'Claudia Christian', 'Michael Lerner', 'Bruce Campbell', 'Laurene Landon', ""Robert Z'Dar"", 'Clarence Williams III', 'Leo Rossi']",Robert Davi,James Lemmo,"['Fadd Enterprises', 'Medusa Pictures', 'The Movie House Sales Company', 'Overseas FilmGroup']",Live Entertainment,,,88.0,United States,English,,,,Unknown
Marked for Death,Dwight H. Little,"['Michael Grais', 'Steven Seagal', 'Mark Victor']","['Steven Seagal', 'Joanna Pacula', 'Keith David']",Steven Seagal,Ric Waite,['Steamroller Productions'],20th Century Fox,1990-10-05,10.0,93.0,United States,English,12000000.0,58000000.0,11790047.0,Unknown
Martians Go Home,David Odell,,"['Randy Quaid', 'Margaret Colin', 'Barry Sobel', 'Vic Dunlop', 'John Philbin', 'Anita Morris']",Randy Quaid,Peter Deming,,Taurus Entertainment,,,89.0,United States,English,,,129778.0,Unknown
Masters of Menace,Daniel Raskov,"['Tino Insana', 'Catalaine Knell']","['David Rasche', 'Catherine Bach']",David Rasche,,['CineTel Films'],New Line Cinema,1990-09-07,9.0,97.0,United States,English,,,4883168.0,Unknown
Megaville,Peter Lehner,"['Robert Michael Steloff', 'Peter Lehner', 'Cynthia Hill', 'Andres Pfäffli', 'Christina Schmidlin']","['Billy Zane', 'Kristen Cloke', 'Daniel J. Travanti', 'J.C. Quinn', 'Grace Zabriskie']",Billy Zane,Zoltán David,,Live Entertainment,,,95.0,United States,English,,,141345.0,R
Memphis Belle,Michael Caton-Jones,"['David Puttnam', 'Catherine Wyler']","['Matthew Modine', 'Eric Stoltz', 'Sean Astin', 'Harry Connick Jr.', 'Reed Edward Diamond', 'Tate Donovan', 'John Lithgow', 'D. B. Sweeney', 'Billy Zane', 'Courtney Gains', 'Neil Giuntoli']",Matthew Modine,David Watkin,"['Enigma Productions', 'Fujisankei Communications', 'British Satellite Broadcasting', 'County NatWest Ventures']",Warner Bros.,1990-09-04,9.0,107.0,,English,23000000.0,27000000.0,5026846.0,Unknown
Men at Work,Emilio Estevez,Cassian Elwes,"['Charlie Sheen', 'Emilio Estevez', 'Leslie Hope', 'Keith David', 'Darrell Larson', 'Dean Cameron', 'John Getz']",Charlie Sheen,Tim Suhrstedt,['Epic Productions'],Triumph Releasing Corporation,1990-08-24,8.0,98.0,United States,English,9000000.0,,3184311.0,Unknown
Men Don't Leave,Paul Brickman,Jon Avnet,"['Jessica Lange', 'Arliss Howard', 'Joan Cusack']",Jessica Lange,Bruce Surtees,['The Geffen Company'],Warner Bros.,1990-02-02,2.0,115.0,United States,English,7000000.0,6000000.0,62419.0,Unknown
Men of Respect,William Reilly,Ephraim Horowitz,"['John Turturro', 'Katherine Borowitz', 'Dennis Farina', 'Peter Boyle', 'Stanley Tucci', 'Steven Wright', 'Rod Steiger']",John Turturro,Bobby Bukowski,,Columbia Pictures,,,113.0,United States,,,,82841.0,Unknown
Meridian: Kiss Of The Beast,Charles Band,"['Charles Band', 'Debra Dion']","['Sherilyn Fenn', 'Malcolm Jamieson', 'Charlie Spradling', 'Hilary Mason']",Sherilyn Fenn,Mac Ahlberg,,Full Moon Features,1990-04-13,4.0,85.0,United States,,,,475181.0,R
Mermaids,Richard Benjamin,"['Lauren Lloyd', 'Wallis Nicita', 'Patrick J. Palmer', 'Suzanne Rothbaum']","['Cher', 'Bob Hoskins', 'Winona Ryder', 'Michael Schoeffling', 'Christina Ricci']",Cher,Howard Atherton,,Orion Pictures,1990-12-14,12.0,110.0,United States,English,20000000.0,35400000.0,3514678.0,Unknown
Metropolitan,Whit Stillman,Whit Stillman,"['Carolyn Farina', 'Edward Clements', 'Taylor Nichols', 'Christopher Eigeman', 'Allison Rutledge-Parisi', 'Dylan Hundley', 'Isabel Gillies', 'Bryan Leder', 'Will Kempe', 'Elisabeth Thompson']",Carolyn Farina,John Thomas,"['Westerly Films', 'Allagash Films']",New Line Cinema,1990-01-20,1.0,98.0,United States,English,225000.0,2900000.0,46663.0,Unknown
Miami Blues,George Armitage,"['Jonathan Demme', 'Gary Goetzman']","['Fred Ward', 'Alec Baldwin', 'Jennifer Jason Leigh']",Fred Ward,Tak Fujimoto,,Orion Pictures,1990-04-20,4.0,97.0,United States,English,11000000.0,9900000.0,3002997.0,Unknown
Miller's Crossing,Joel Coen,Ethan Coen,"['Gabriel Byrne', 'Marcia Gay Harden', 'John Turturro', 'Jon Polito', 'J. E. Freeman', 'Albert Finney']",Gabriel Byrne,Barry Sonnenfeld,,20th Century Fox,1990-09-21,9.0,115.0,United States,English,10000000.0,5000000.0,28202.0,Unknown
Misery,Rob Reiner,"['Rob Reiner', 'Andrew Scheinman']","['James Caan', 'Kathy Bates', 'Frances Sternhagen', 'Richard Farnsworth']",James Caan,Barry Sonnenfeld,"['Castle Rock Entertainment', 'Nelson Entertainment']",Columbia Pictures,1990-11-30,11.0,107.0,United States,English,20000000.0,61300000.0,10076834.0,Unknown
Mister Johnson,Bruce Beresford,Michael Fitzgerald,"['Pierce Brosnan', 'Edward Woodward', 'Maynard Eziashi', 'Beatie Edney', 'Denis Quilley']",Pierce Brosnan,Peter James,['Avenue Pictures'],20th Century Fox,,,97.0,United States,English,,1464242.0,11051.0,Unknown
Mo' Better Blues,Spike Lee,Spike Lee,"['Denzel Washington', 'Spike Lee', 'Wesley Snipes', 'Giancarlo Esposito', 'Robin Harris', 'Joie Lee', 'Bill Nunn', 'John Turturro', 'Dick Anthony Williams', 'Cynda Williams']",Denzel Washington,Ernest Dickerson,['40 Acres and a Mule Filmworks'],Universal Pictures,1990-08-03,8.0,130.0,United States,English,10000000.0,,4387360.0,Unknown
Mob Story,"['Gabriel Markiw', 'Jancarlo Markiw']",Phil Good,"['John Vernon', 'Kate Vernon', 'Al Waxman']",John Vernon,Gilles Corbeil,,Cineplex Odeon Films,1989-11-24,11.0,94.0,Canada,English,,,,Unknown
A Mom for Christmas,George T. Miller,,"['Olivia Newton-John', 'Juliet Sorci', 'Doug Sheehan', 'Doris Roberts']",Olivia Newton-John,Ron Lautore,Walt Disney Television,,,,96.0,,,,,16759161.0,R
Mountains of the Moon,Bob Rafelson,"['Daniel Melnick', 'Mario Kassar']","['Patrick Bergin', 'Iain Glen']",Patrick Bergin,Roger Deakins,['Carolco Pictures'],Tri-Star Pictures,1990-02-23,2.0,136.0,United States,English,18000000.0,,66683.0,Unknown
Mr. Destiny,James Orr,"['James Orr', 'Jim Cruickshank']","['James Belushi', 'Linda Hamilton', 'Jon Lovitz', 'Hart Bochner', 'Michael Caine']",James Belushi,Alex Thomson,"['Touchstone Pictures', 'Silver Screen Partners IV', 'Laurence Mark Productions']",Buena Vista Pictures,1990-10-12,10.0,110.0,United States,English,20000000.0,15379253.0,2991605.0,Unknown
Mr. & Mrs. Bridge,James Ivory,Ismail Merchant,"['Paul Newman', 'Joanne Woodward', 'Blythe Danner', 'Simon Callow', 'Kyra Sedgwick', 'Robert Sean Leonard']",Paul Newman,Tony Pierce-Roberts,"['Cineplex Odeon Films', 'Merchant Ivory Productions']",Miramax Films,,,126.0,United States,English,,7698010.0,50342878.0,PG-13
